合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,404.60,404.60,404.60,404.60,1.80,0.45%,404.60,6.00,"2,427,600.00",-,,
Au99.99,402.50,406.00,401.00,405.74,2.04,0.51%,405.27,"10,854.58","4,262,344,460.60",-,,
Au100g,404.05,407.99,404.00,406.03,1.55,0.38%,405.56,12.80,"5,191,230.00",-,,
iAu99.99,402.20,406.40,402.20,406.20,1.52,0.38%,405.84,277.60,"112,661,961.60",-,,
Au(T+D),401.60,405.80,401.15,405.36,2.97,0.74%,404.09,"16,774.00","6,778,220,120.00","173,804",空支付给多,"6,722"
Au(T+N1),404.95,404.95,404.95,404.95,2.50,0.62%,404.95,0.20,"80,990.00","73,748",,
Au(T+N2),408.00,408.95,407.50,408.20,2.70,0.67%,408.20,1.00,"408,180.00","74,320",,
mAu(T+D),400.54,405.87,400.54,405.70,3.05,0.76%,404.43,"4,805.40","1,943,473,140.00","558,350",空支付给多,"30,302"
Pt99.95,212.59,212.59,211.00,211.55,-2.62,-1.22%,211.68,114.00,"24,086,540.00",-,,
Ag(T+D),"5,100","5,122","5,065","5,080",-78,-1.51%,"5,088","2,162,134.00","11,001,414,786.00","5,611,476",多支付给空,"10,500"
NYAuTN06,404.35,407.15,403.50,406.40,2.85,0.71%,405.50,17.80,"7,217,940.00","32,060",,
NYAuTN12,407.70,412.50,407.70,412.40,3.10,0.76%,411.10,53.80,"22,117,410.00","65,796",,
PGC30g,410.50,411.00,410.50,410.83,1.68,0.41%,410.83,0.18,"73,950.00",-,,
