合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,404.35,404.35,404.35,404.35,0.93,0.23%,404.35,2.00,"808,700.00",-,,
Au99.99,403.51,404.98,402.00,404.48,1.07,0.27%,404.35,"7,211.00","2,886,573,639.40",-,,
Au100g,403.80,405.00,401.96,404.00,0.91,0.23%,404.05,18.80,"7,596,304.00",-,,
iAu99.99,403.40,404.40,402.00,404.29,0.29,0.07%,403.43,2.70,"1,089,285.00",-,,
Au(T+D),404.00,404.80,401.26,404.11,0.40,0.10%,403.73,"18,454.00","7,450,512,800.00","180,458",空支付给多,"8,826"
Au(T+N1),403.00,403.50,401.00,402.30,-2.70,-0.67%,402.30,1.00,"402,300.00","73,754",,
Au(T+N2),407.50,407.50,407.50,407.50,0.30,0.07%,407.50,0.20,"81,500.00","74,316",,
mAu(T+D),403.50,404.70,401.56,404.33,0.77,0.19%,403.94,"2,110.40","852,495,680.00","567,500",多支付给空,"27,796"
Pt99.95,211.14,213.00,209.85,212.97,1.63,0.77%,211.81,552.00,"125,201,140.00",-,,
Ag(T+D),"5,209","5,218","5,168","5,215",-9,-0.17%,"5,195","1,102,540.00","5,728,134,072.00","5,701,238",空支付给多,"307,050"
NYAuTN06,405.45,406.15,403.95,405.90,0.25,0.06%,405.40,36.60,"14,837,050.00","32,428",,
NYAuTN12,411.60,411.60,408.45,410.70,0.20,0.05%,410.50,45.00,"18,473,310.00","65,920",,
PGC30g,410.34,410.34,410.34,410.34,-0.06,-0.01%,410.34,0.06,"24,620.40",-,,
