合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.60,400.30,397.60,400.27,-0.33,-0.08%,399.20,54.00,"21,557,000.00",-,,
Au99.99,400.58,401.20,397.31,399.95,-0.69,-0.17%,398.49,"29,422.80","11,689,742,908.60",-,,
Au100g,401.00,402.39,398.20,400.86,-0.04,-0.01%,399.94,32.00,"12,798,260.00",-,,
iAu99.99,401.50,402.00,398.12,401.50,0.15,0.04%,399.27,"4,763.78","1,902,056,749.00",-,,
Au(T+D),400.80,401.50,397.00,400.47,-0.06,-0.01%,398.40,"20,252.00","8,068,594,660.00","169,600",空支付给多,"6,756"
Au(T+N1),400.50,400.50,398.00,398.00,-3.00,-0.75%,398.00,202.20,"80,478,700.00","71,666",,
Au(T+N2),406.00,406.00,404.00,405.00,-1.00,-0.25%,405.00,0.40,"162,000.00","74,332",,
mAu(T+D),400.50,401.80,397.20,400.59,-0.08,-0.02%,398.70,"6,595.80","2,629,758,386.00","572,900",多支付给空,"55,878"
Pt99.95,204.00,206.30,203.76,206.26,3.25,1.60%,204.81,900.00,"187,881,080.00",-,,
Ag99.99,"4,924","4,924","4,922","4,923",-348,-6.60%,"4,923","7,890.00","38,845,260.00",526,,
Ag(T+D),"4,946","4,965","4,853","4,895",-56,-1.13%,"4,903","2,552,296.00","12,515,642,752.00","5,554,912",多支付给空,"235,950"
NYAuTN06,401.85,401.85,398.45,401.15,-0.50,-0.12%,399.65,107.40,"42,922,150.00","30,750",,
NYAuTN12,407.10,407.70,403.80,406.70,-0.50,-0.12%,405.35,145.40,"58,935,250.00","65,150",,
PGC30g,405.00,405.36,403.90,404.43,-2.03,-0.50%,404.43,0.30,"121,330.20",-,,
