合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,403.00,404.50,403.00,403.53,-1.07,-0.26%,404.15,248.00,"100,043,360.00",-,,
Au99.99,404.00,406.50,402.75,403.98,-1.76,-0.43%,403.75,"12,741.78","5,097,827,282.60",-,,
Au100g,403.60,406.00,402.56,403.37,-2.66,-0.66%,404.17,13.80,"5,577,622.00",-,,
iAu99.99,404.48,405.92,403.80,405.18,-1.02,-0.25%,404.99,"2,960.54","1,199,000,756.80",-,,
Au(T+D),404.10,406.46,402.50,403.85,-0.24,-0.06%,403.84,"20,924.00","8,450,025,940.00","173,422",多支付给空,"4,406"
Au(T+N1),406.00,406.00,403.55,403.95,-1.00,-0.25%,404.00,8.60,"3,474,620.00","73,688",,
Au(T+N2),410.00,410.00,407.50,408.60,0.40,0.10%,408.85,1.20,"490,600.00","74,324",,
mAu(T+D),404.21,406.45,402.70,403.94,-0.49,-0.12%,403.82,"7,464.00","3,014,179,024.00","561,794",空支付给多,"28,986"
Pt99.95,208.57,208.57,203.92,206.92,-4.63,-2.19%,206.31,"2,978.00","620,525,780.00",-,,
Ag(T+D),"5,060","5,079","4,961","4,987",-101,-1.99%,"5,014","2,688,010.00","13,479,294,130.00","5,579,206",多支付给空,"221,910"
NYAuTN06,406.65,407.85,404.25,404.70,-0.80,-0.20%,405.20,139.00,"56,320,340.00","31,266",,
NYAuTN12,410.10,413.10,409.60,410.45,-0.65,-0.16%,410.60,139.00,"57,071,770.00","65,364",,
PGC30g,410.45,410.45,410.45,410.45,-0.38,-0.09%,410.45,0.12,"49,254.00",-,,
