合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,399.40,399.40,399.40,399.40,-3.24,-0.80%,399.40,6.00,"2,396,400.00",-,,
Au99.99,402.50,403.45,398.91,398.95,-3.74,-0.93%,399.45,"9,757.54","3,881,582,836.60",-,,
Au100g,402.42,403.00,399.50,399.96,-3.72,-0.92%,400.55,22.00,"8,812,266.00",-,,
iAu99.99,403.16,403.16,398.85,400.47,-1.58,-0.39%,400.47,0.60,"240,282.00",-,,
Au(T+D),402.60,403.29,398.30,398.47,-3.23,-0.80%,400.23,"18,944.00","7,581,984,380.00","151,338",空支付给多,"6,484"
Au(T+N1),400.50,400.50,400.50,400.50,-0.75,-0.19%,400.50,1.20,"480,600.00","71,640",,
Au(T+N2),404.00,404.00,404.00,404.00,-2.00,-0.49%,404.00,1.20,"484,800.00","74,364",,
mAu(T+D),402.50,403.38,398.38,398.51,-3.22,-0.80%,400.19,"2,604.40","1,042,271,950.00","526,890",空支付给多,"45,460"
Pt99.95,220.00,220.00,218.48,218.66,-5.66,-2.52%,219.26,616.00,"132,239,160.00",-,,
Ag(T+D),"4,640","4,683","4,604","4,621",-106,-2.24%,"4,639","2,336,790.00","10,841,288,286.00","5,599,414",多支付给空,"90,180"
NYAuTN06,403.35,404.00,398.80,399.60,-3.70,-0.92%,400.90,140.00,"56,128,770.00","29,524",,
NYAuTN12,408.30,409.65,404.40,404.50,-3.30,-0.81%,406.85,173.80,"70,707,500.00","64,582",,
PGC30g,407.50,407.50,407.00,407.08,-1.72,-0.42%,407.25,0.60,"244,350.00",-,,
