version_date,title,brief,keyword,url
2022-05-12 16:27:21,儿童画里的抗疫护士：“我把我最亲爱的妈妈借给你们”,“我把我最亲爱的妈妈借给你们”“妈妈是守卫这座城的天使，是带着光的天使”“我的妈妈是拥有翅膀的白衣天使”……在5月12日国际护士节即将到来之际，护士子女们用书画、摄影、诗词等多种方式，勾画出自己心中的爸妈形象。,"亲爱的妈妈 作品 江苏省肿瘤医院 核酸 小白,抗疫记 儿童画 借妈妈 等春来,疫情毕 病毒 领队",https://news.cctv.com/2022/05/12/ARTIx9WnmPOtUCHHoZBx3wdz220512.shtml
2022-05-12 16:24:41,北京朝阳：核酸检测队伍中的外国志愿者,位于北京CBD核心区的新城国际小区居住着众多外籍人士，在进行核酸检测时难免会因为沟通、登记等流程耗费很长时间。,北京朝阳 核酸检测 外国志愿者,https://news.cctv.com/2022/05/12/ARTIFe1oX2dVZW0pxWR9chVf220512.shtml
2022-05-12 16:23:52,医护、民警、志愿者，他们都是方舱医院的“坚守者”,在方舱医院，有这样一群身影，他们都穿着“大白”，除了医务人员以外，还有警察、消防、工勤等。他们始终坚持人民至上、生命至上，把保护人民生命安全摆在首位，共绘抗疫“同心圆”。。,医护 民警 方舱医院,https://news.cctv.com/2022/05/12/ARTI0pPfieHcAabp8WQNNZnt220512.shtml
2022-05-12 16:21:59,中国气象局进一步部署南方强降水气象防灾减灾工作,5月12日，在全国天气会商后，中国气象局结合当前南方强降水形势，对气象防灾减灾工作进行再部署、再强化、再落实。中国气象局党组书记、局长庄国泰会前对加强气象灾害监测预警、配合相关部门全力做好防灾减灾各项工作提出明确要求。,中国气象局,https://news.cctv.com/2022/05/12/ARTI4Cb5uPlxq2BeSwmvYKMv220512.shtml
2022-05-12 16:21:19,阻断“流动中的风险”，上海公安开展在沪滞留人员查找安置工作,根据市委市政府部署要求，上海市公安局连夜部署开展在沪滞留人员查找安置工作，要求全市公安机关主动跨前、协同各方力量，持续加大街面巡查力度，坚决防止居无定所、流浪街头，最大限度把各类风险人群纳入闭环管理，尽最大努力阻断“流动中的风险”，助力打赢大上海保卫战。,上海 公安 滞留人员,https://news.cctv.com/2022/05/12/ARTI9QuQQoakfiuYEfQnSoeQ220512.shtml
2022-05-12 16:13:22,上海徐汇：清零一块、巩固一块，创建更多“无疫小区”,目前，全区有封控区287个，管控区275个，防范区2272个，我们将坚持清零一块、巩固一块、守住一块，连点成片、连片成面，创建更多“无疫小区”，尽快恢复居民期盼已久的生产生活秩序。,上海徐汇 清零 无疫小区,https://news.cctv.com/2022/05/12/ARTImuUyMzGCxc68cxK1QNNb220512.shtml
2022-05-12 16:11:43,“只要住在这里，就是我们的保供对象”，上海徐汇对保供物资全区统筹全面覆盖,过去的一个多月，徐汇区数千名由居民自发组织的保供志愿者，他们持续排摸居民诉求，参与保供物资配送、分发，日以继夜，不辞辛苦，把一批批的物资从小区门摆渡到楼栋门，分发到每一户的进户门。,保供对象 上海徐汇 全面覆盖,https://news.cctv.com/2022/05/12/ARTIivs5koVeZuNLC2hINa7v220512.shtml
2022-05-12 16:11:04,习近平同斯洛文尼亚总统帕霍尔就中斯建交30周年互致贺电,国家主席习近平5月12日同斯洛文尼亚共和国总统帕霍尔互致贺电，庆祝两国建交30周年。,习近平 贺电,https://news.cctv.com/2022/05/12/ARTITmyoSpizBKCbwaOk2NG7220512.shtml
2022-05-12 16:09:35,巾帼不让须眉，上海6000多女民警冲锋在抗疫一线,巾帼不让须眉，“疫”线尽展芳华。在上海疫情防控大仗硬仗中，6000余名公安女民警下沉社区坚守抗疫一线、逆行方舱守护病人安康、就地增援投入志愿服务，为打赢大上海保卫战贡献巾帼力量。,上海 女民警 抗疫一线,https://news.cctv.com/2022/05/12/ARTIVExruhE2WLxMdkOp8KPq220512.shtml
2022-05-12 16:05:04,中关村街道上线社区疫情防控工作“蓝皮书”,自新冠肺炎疫情爆发以来，中关村街道快速响应建立“1+2+30+n”方案体系，充分发挥党建引领作用，压紧压实“四方责任”，持续在查漏洞、补短板、强弱项上下功夫，慎始如终抓好常态化疫情防控工作，着力构建联防联控、群防群控工作新格局，全力以赴巩固地区疫情防控成果。,中关村 疫情防控 蓝皮书,https://news.cctv.com/2022/05/12/ARTI8J7BbbMokNc9EPRpIXc2220512.shtml
